"","day","temp","dewp","max","min","NUM_REPORTS"
"1006",3,67.2,60.3,71.6,62.6,4
"1007",4,65.5,52.2,75.9,55.4,4
"1008",6,71.5,63.2,82,64,3
"1009",7,75.3,64.1,86,66.2,2
"1010",1,77.8,67.4,86,69.8,2
"1011",2,78.3,67.9,84.9,71.1,1
"1012",5,75.9,61.7,82.4,66.2,2
"1013",6,71.2,61.1,75.9,66,1
"1014",7,71.2,60.3,80.1,64.9,2
"1015",1,73.3,58.2,82.9,64,1
"1016",2,79.3,64.8,89.6,71.6,2
"1017",4,78.9,70.5,91.9,73,6
"1018",5,70,54.9,77,64.9,1
"1019",6,67.2,48.4,73,61,1
"1020",7,69.1,50.3,73.4,66.2,2
"1021",1,67.8,53.5,75,63,2
"1022",3,72.3,54.4,82.9,60.1,1
"1023",4,74.6,57.8,82.4,66.2,2
"1024",6,71.3,60.8,82.9,64.4,2
"1025",7,76.1,59.4,87.8,64.4,8
"1026",1,80.2,66.5,88,72,4
"1027",2,79.8,66.9,88,71.1,1
"1028",4,68.5,51.8,72,64,1
"1029",5,66,47.3,73.4,55.4,1
"1030",6,69,48.3,78.1,57.9,2
"1031",7,72.1,53.9,80.6,62.6,3
"1032",2,66.7,55,80.1,61,2
"1033",3,60.1,49.8,64,57,1
"1034",7,64.5,48.1,73.4,53.6,7
"1035",1,67.8,50.7,79,55.9,2
"1036",2,72.1,56.1,82.9,63,2
"1037",3,70.2,64.4,77,64.9,2
"1038",4,67.3,55.5,71.6,62.6,2
"1039",5,65,49.1,73.9,59,2
"1040",6,66,52.1,75,59,2
"1041",7,68.2,53.5,80.6,55.4,3
"1042",4,73.8,67.3,82.9,68,1
"1043",5,78.9,69.6,84.2,69.8,1
"1044",6,71.4,66.2,80.6,62.6,1
"1045",7,63.1,55,66.9,60.1,1
"1046",1,64.3,54.6,75.2,53.6,1
"1047",2,70.8,58.8,80.1,60.1,3
"1048",4,75.4,60.5,82.9,66.2,1
"1049",5,75.7,63,84,69.1,1
"1050",6,76,63.9,84,68,1
"1051",1,76.6,64.8,82.4,71.6,1
"1052",2,66.6,51.4,72,57.9,1
"1053",3,65.7,53.8,71.1,63,1
"1054",5,67.5,53.8,80.6,55.4,1
"1055",6,72.4,55.7,82.4,62.6,3
"1056",7,73.8,55.6,84.9,61,2
"1057",1,75.6,58.5,87.1,64.9,1
"1058",3,76.5,64.2,86,69.8,1
"1059",4,68.8,58.1,78.1,62.1,2
"1060",5,65.9,48.5,69.8,62.6,2
"1061",7,68.4,48.3,78.8,60.8,1
"1062",1,68,45.5,78.8,55.4,2
"1063",2,70,49.5,82.9,59,1
"1064",3,71.5,50,82.9,57,1
"1065",4,72.3,53.4,84.9,62.6,1
"1066",5,72.9,51.4,82,64,1
"1067",6,64.6,48.1,75,55,3
"1068",1,62.3,47.9,73.9,50,1
"1069",2,61.5,49.5,68,57,2
"1070",3,57.3,44.5,64.4,50,2
"1071",5,62.9,45.5,73.9,53.1,1
"1072",6,52.6,36,69.8,39.2,1
"1073",7,52.3,30.5,69.8,39.2,2
"1074",3,57.4,32,73.9,46,1
"1075",4,63.6,36.9,78.1,52,1
"1076",6,61.5,44.8,70,50,2
"1077",1,53.8,41.9,61,46,1
"1078",2,54.7,43.3,60.8,48.2,2
"1079",4,53.5,46.4,57.2,50,2
"1080",6,44.5,31.7,51.1,41,2
"1081",1,47.1,35.1,52,42.1,1
"1082",2,50.7,43.8,53.6,48.2,2
"1083",3,52.9,47,54,51.1,1
"1084",4,53.9,44.8,59,48.9,1
"1085",5,53.9,46.2,62.6,46.4,1
"1086",6,63.4,55.7,75.9,57,2
"1087",7,57.6,43.5,66.9,48,4
"1088",3,59.3,52.2,64.4,55.4,1
"1089",5,67.6,62.7,78.1,59,1
"1090",6,62.4,49.8,73.4,53.6,1
"1091",7,50,39.5,57.2,44.6,4
"1092",1,50,44.9,51.8,48.2,1
"1093",2,48.7,44.7,50,46.4,1
"1094",3,48.1,36.4,53.1,46,2
"1095",4,47.2,40.8,51.8,44.6,3
"1096",5,44.9,27.5,54,35.1,1
"1097",6,51.1,34.7,64.4,42.8,2
"1098",7,53.6,33.4,57.9,46.9,1
"1099",1,41.3,17.2,51.1,32,1
"1100",3,51.4,33.3,62.6,46.4,1
"1101",4,48.2,36.5,60.1,41,1
"1102",5,41.7,27,46.4,37.4,2
"1103",1,43.5,29.2,52,36,1
"1104",3,56.9,52.6,62.6,53.6,1
"1105",4,59.8,55.9,64,53.1,2
"1106",5,52.4,49.7,57,48.9,2
"1107",6,51,46.8,55.4,44.6,2
"1108",7,43.2,30.4,46.9,35.1,1
"1109",1,41.5,30.9,46.9,35.6,1
"1110",2,47.9,40.5,53.1,46,1
"1111",3,41.4,31.8,48,33.1,1
"1112",4,30,23.5,34,23,1
"1113",6,45.3,40.1,46.9,41,1
"1114",7,38.1,28.3,43,34,1
"1115",1,36.8,29.8,39.2,33.8,1
"1116",3,31.7,26.3,39.2,26.6,1
"1117",5,32.3,22.2,37,25,1
"1118",6,38.1,29.9,44.6,33.8,1
"1119",7,39,33.7,46.9,28.9,1
"1120",1,44,41,50,39.2,2
"1121",2,49,45.9,51.8,44.6,1
"1122",4,44.5,37.8,52,39,2
"1123",5,45,40.6,50,42.1,1
"1124",6,36.7,29.5,43,33.1,2
"1125",7,37,28,44.1,33.1,1
"1126",2,21.5,9.2,27,15.8,1
"1127",3,25.7,13.5,37.4,19.4,1
"1128",7,15.1,3.3,34,3.9,1
"1129",1,16.1,1.4,27,8.6,1
"1130",4,12.8,-0.2,19.4,8.6,1
"1131",5,5.8,-7.5,14,-2,2
"1132",6,13.2,0.3,19.9,8.1,5
"1133",7,20.3,14,25,15.1,1
"1134",2,29.9,18.5,42.8,21.2,3
"1135",3,35.8,30.5,41,27,1
"1136",4,39.7,37,51.8,33.8,1
"1137",6,33.9,23.2,46,28,1
"1138",7,44.3,42.2,55.4,35.1,1
"1139",2,35.2,31.1,37.4,33.1,1
"1140",3,29.9,26.6,35.1,26.6,1
"1141",6,27.3,21.9,28.4,25,3
"1142",1,33.3,27.5,35.6,32,1
"1143",3,44.4,41.9,62.1,34,1
"1144",4,41.1,37.7,62.6,30,2
"1145",6,10,-6.4,16,6.1,1
"1146",3,28.1,20.7,35.1,18,1
"1147",4,26.2,20.3,28.9,24.8,2
"1148",5,22.1,13.5,26.1,19,3
"1149",1,24.6,15.3,33.1,16,1
"1150",3,31.8,24.8,42.1,24.1,1
"1151",2,30.6,22.9,33.1,26.1,2
"1152",3,28.2,19.6,35.1,21.9,3
"1153",4,31.5,23.9,44.1,21,1
"1154",5,37.3,30.5,51.1,27,1
"1155",6,43,35.2,55,36,1
"1156",7,43.8,34.3,48,41,1
"1157",1,43.7,40.8,46,37.4,1
"1158",2,31.8,27.1,37.9,28,1
"1159",5,29.6,21,41,24.1,1
"1160",6,38.6,27.9,51.1,30.9,2
"1161",1,35.7,31.1,37.9,33.8,3
"1162",2,33,26.3,36,30.2,1
"1163",6,31.2,22.2,37.9,28,1
"1164",7,31.5,20.1,39.9,27,1
"1165",1,33.5,29.8,37.4,30,4
"1166",4,25.1,11,35.1,17.1,1
"1167",5,33.7,22.8,45,24.1,2
"1168",6,37.9,32,44.1,35.1,2
"1169",7,45,31.8,64,34,3
"1170",3,24.5,3.3,30.9,18,2
"1171",4,26.5,16,37,21,1
"1172",6,27.5,15.3,36,19,1
"1173",1,30.1,18.2,37.9,25,2
"1174",2,31.2,18.7,42.1,21.9,4
"1175",3,37.1,21.2,51.1,28,3
"1176",4,34.9,24.6,46,30,2
"1177",5,37.3,28.2,46,32,3
"1178",6,44.1,35.9,50,37.9,1
"1179",7,35.4,25.9,42.1,30.9,1
"1180",2,36.3,26.4,42.1,32,2
"1181",3,36.9,27.3,41,33.1,1
"1182",6,36.9,30.9,43,33.1,2
"1183",7,38.1,29.6,48,28.9,2
"1184",1,44.1,28.5,59,32,1
"1185",3,63,41.1,77,55,1
"1186",5,48.1,34,57,39.9,1
"1187",6,45.5,32.3,55.9,39,2
"1188",7,46.4,26.9,61,34,2
"1189",1,53.4,29.9,68,42.1,1
"1190",2,64.6,45.1,75.9,53.1,2
"1191",5,50.4,31.3,60.1,41,2
"1192",6,52.7,30.7,66,43,2
"1193",7,61.4,39.6,78.1,48.9,3
"1194",1,66.9,36.2,78.1,59,2
"1195",2,50.5,32.3,70,44.1,2
"1196",4,50.8,23,62.1,41,1
"1197",5,51.2,26.9,63,39,3
"1198",7,64.7,41.4,79,54,1
"1199",1,64.1,42.6,82.9,51.1,1
"1200",2,70.6,45.2,81,60.1,2
"1201",3,63.7,49.2,77,46,1
"1202",4,49,35.2,57,44.6,1
"1203",6,38.1,28.4,44.1,35.1,1
"1204",7,41.1,23.8,53.1,34,2
"1205",1,52.4,25.9,66,39,1
"1206",6,48.4,28,57.9,37.9,3
"1207",7,44.1,25.7,52,36,2
"1208",1,41.1,24.4,46,35.1,1
"1209",3,48.1,23.1,63,37,1
"1210",4,56,27.6,70,45,3
"1211",5,62.6,36.5,75,53.1,1
"1212",6,58.7,45.9,73,48.9,1
"1213",7,63.3,44.1,84.9,46,1
"1214",1,71.5,51.5,82.9,64,1
"1215",2,70.4,53.4,82.9,60.1,2
"1216",5,58.4,43.4,73.9,48,2
"1217",6,59.4,46.9,64.9,54,3
"1218",7,49.6,36.9,55.9,44.1,2
"1219",2,57.6,36.7,72,48.9,4
"1220",4,64.5,53.4,75.9,55,2
"1221",6,61.6,40.8,73.9,48,3
"1222",7,69,45.6,81,61,5
"1223",1,64.9,46.9,75.9,55.9,1
"1224",5,63.5,40.4,70,55,1
"1225",7,60.7,41.8,71.1,48.9,2
"1226",1,62.8,45.1,72,50,3
"1227",2,63.1,46.8,72,51.1,2
"1228",4,66.9,52.3,73.9,61,1
"1229",5,65.2,59.5,71.1,60.8,1
"1230",6,70.6,61.5,87.1,62.1,1
"1231",7,78.4,63.7,90,71.1,2
"1232",1,78.4,56.7,90,66,3
"1233",3,81.2,63.8,91.9,72,2
"1234",4,78.8,61.6,89.1,68,2
"1235",5,81.6,66.7,89.1,75.9,2
"1236",6,80.6,66,88,73,4
"1237",1,78.8,63.7,91,71.1,1
"1238",2,74.9,59.7,87.1,66.9,2
"1239",3,68.5,57.3,73,62.1,1
"1240",4,65,48.6,78.1,55.9,2
"1241",5,64.3,47.2,70,57.9,1
"1242",6,62.3,49.5,71.1,54,4
"1243",7,66.7,52.2,77,55,1
"1244",1,72.2,53.4,84,59,2
"1245",2,76.9,57.2,90,66.9,3
"1246",3,75,44.5,82.9,66.9,1
"1247",4,77.9,54.8,93,66,4
"1248",6,83.3,63.8,93.9,73.9,4
"1249",7,79.7,65.2,95,71.1,1
"1250",1,84.5,64.4,95,75.9,1
"1251",2,84.4,63.8,93.9,75.9,4
"1252",5,74.1,53.7,84,66.9,1
"1253",7,72.8,54.2,86,62.1,3
"1254",1,77.6,59.5,87.1,73,2
"1255",3,71.5,61.3,78.1,66,2
"1256",4,72.7,59.5,79,68,2
"1257",5,74.3,55,82.9,64.9,3
"1258",6,77.1,52,87.1,64,1
"1259",7,79.9,51.5,90,68,6
"1260",1,80.3,55.7,88,72,3
"1261",2,77.8,62.8,84,71.6,2
"1262",3,78.5,66.7,86,73.4,2
"1263",4,79.8,65.3,86,73,1
"1264",5,77.9,66,84.9,72,2
"1265",6,80.7,64.8,89.1,73,3
"1266",7,84.1,66.5,96.1,75,1
"1267",1,83.5,67.9,90,75.9,1
"1268",4,80,67.4,91,73.9,1
"1269",6,77.6,64.7,84,71.1,3
"1270",7,87.7,69.3,104,78.1,3
"1271",1,85.5,68.1,96.1,73,2
"1272",2,81.4,69.4,87.1,68,3
"1273",3,68.7,56.3,73.9,63,1
"1274",4,69.3,51.8,79,59,1
"1275",5,72.1,55.8,82,63,2
"1276",6,74.8,57.1,84,66,3
"1277",7,79.1,62.3,88,72,4
"1278",1,81.3,64.3,93,70,3
"1279",2,83.1,64.9,91.9,73.9,1
"1280",3,84.3,67.1,93,75.9,2
"1281",5,78,56.7,86,71.1,3
"1282",6,75.2,55.3,82.9,64,2
"1283",7,77.6,58.6,88,66,3
"1284",2,82.6,62.7,93,71.1,3
"1285",4,74,65.9,78.1,69.8,3
"1286",5,77.8,68.1,84.9,73,1
"1287",6,74.7,65.8,79,69.8,4
"1288",7,71.2,57,75,66.9,3
"1289",1,71.7,60.9,80.1,63,2
"1290",2,75.2,62.1,82.9,66.9,4
"1291",3,75,60.4,84,64,1
"1292",4,76.8,66,82.9,71.6,4
"1293",5,79.1,67.3,88,70,1
"1294",7,75,55.4,82,66,1
"1295",1,69.6,53.9,79,63,1
"1296",2,68,51.7,73,61,2
"1297",4,72.4,56.4,81,64.9,3
"1298",5,76,62.1,84,68,3
"1299",1,75.9,58.7,84,68,1
"1300",2,74.3,59.5,82,66,1
"1301",3,70.2,60.5,77,64,1
"1302",4,74.1,54.8,84.9,66.9,2
"1303",7,71,53.7,82.9,61,3
"1304",6,79,62.3,91,70,4
"1305",7,81.1,61.3,90,72,3
"1306",1,80.7,56.7,90,71.1,1
"1307",3,73.1,59.7,87.1,66.2,1
"1308",6,64,53,75,54,5
"1309",7,69.3,54.7,82,60.1,2
"1310",1,73.2,61.8,84.9,66,2
"1311",2,73.1,58.2,82,62.1,1
"1312",4,76.1,62,89.1,68,2
"1313",6,67.1,55.5,73,64,1
"1314",7,71.3,66,73.9,69.1,1
"1315",3,65.4,53.4,75,57,2
"1316",4,53.4,37.4,62.1,44.1,1
"1317",5,56.7,34,71.1,45,1
"1318",6,64.9,43.9,79,53.1,2
"1319",7,70.4,56.9,81,60.1,3
"1320",2,78.6,64.9,88,71.1,2
"1321",3,77.9,62.6,84.9,70,2
"1322",4,60.5,45.1,80.1,51.1,2
"1323",6,50.3,38.1,54,44.1,3
"1324",7,53.6,41.5,59,50,2
"1325",1,55.8,46.4,63,50,2
"1326",3,59.1,53.5,63,57,4
"1327",4,61.1,52.2,72,52,2
"1328",5,63.8,49.4,75,53.1,3
"1329",6,61.7,36.8,69.1,50,4
"1330",7,53,36,61,45,1
"1331",1,56,43.7,75.9,46,2
"1332",4,52.1,39.9,54,50,1
"1333",7,41.7,34.9,50,34,3
"1334",3,45.4,32.9,52,37.9,1
"1335",6,47.5,34.6,60.1,36,2
"1336",3,50.8,34.8,64.9,37.9,1
"1337",4,60.6,39.3,70,53.1,1
"1338",5,62.4,39.4,69.1,57,2
"1339",7,53.7,47.1,64,46,1
"1340",2,55.8,47.7,61,51.1,2
"1341",5,45.5,27.1,60.1,36,1
"1342",7,53.3,37.5,61,46,2
"1343",3,33.3,26.2,57,24.1,3
"1344",5,28.5,16.1,37,21,1
"1345",6,41,26.8,54,33.1,2
"1346",7,41.1,31.8,48,34,1
"1347",1,41.3,31,48,35.6,2
"1348",2,36.5,22.1,44.1,30.9,1
"1349",3,35.9,25.7,46,30,1
"1350",4,28,6.4,43,17.1,1
"1351",5,19,-0.7,26.1,14,1
"1352",6,33.7,13.7,48.9,23,2
"1353",7,47.6,39.5,52,42.8,2
"1354",2,35.3,24.9,48.9,28,1
"1355",3,25.8,16.6,28,23,1
"1356",4,26.6,18.9,28.9,24.1,2
"1357",6,23.9,13.9,30,19,2
"1358",7,25.9,19.9,30,21,1
"1359",1,13.2,4.2,21,7,1
"1360",4,16.5,7.7,26.6,8.1,1
"1361",5,21.3,16.4,28.4,12.9,1
"1362",6,17.5,9.9,26.6,10,1
"1363",1,20.7,11.8,28.9,12,2
"1364",2,24.5,17.5,26.1,23,1
"1365",3,28.7,23.4,33.8,26.1,2
"1366",4,33.3,29.8,35.6,30,1
"1367",6,18,9.6,24.1,12.9,2
"1368",7,12.8,3.2,21.9,9,2
"1369",1,6,-1.5,16,0,1
"1370",4,23.6,17.7,37,10.9,3
"1371",6,37.6,34,39.9,35.1,1
"1372",7,35.3,33.5,39,33.1,1
"1373",1,35.2,28.7,37,33.1,1
"1374",4,35.3,30.8,37.9,33.8,2
"1375",5,34.7,29.1,39.9,32,1
"1376",6,34.6,31,37.9,32,1
"1377",7,36.1,29,45,30,2
"1378",3,41.5,38.3,43,37.9,1
"1379",5,30.5,19.2,37,28,1
"1380",6,32.7,25.5,39.9,28,1
"1381",1,37,29.4,45,34,1
"1382",2,33.7,24.7,39.9,26.1,1
"1383",4,43.6,35.4,55.9,36,3
"1384",6,33.1,20.9,48,30,1
"1385",1,38,27.8,46,28.9,2
"1386",4,41.1,30.7,55,21,2
"1387",5,40.9,34.5,52,33.8,1
"1388",7,26.8,24.3,36,18,1
"1389",3,33.2,20.5,39.9,28.9,2
"1390",5,39.9,25.1,48.9,23,2
"1391",6,44,34.4,48.9,35.1,3
"1392",7,47.8,44.5,51.1,39.9,1
"1393",1,37.3,31.5,50,32,3
"1394",2,33.3,25.4,39.9,30.9,1
"1395",3,39,29.8,48.9,30.9,1
"1396",5,37.4,33.8,44.6,33.1,1
"1397",7,26.4,18.3,33.8,21.2,1
"1398",2,26.4,7.1,32,19.4,1
"1399",3,27.6,12.1,32,21.9,2
"1400",6,33,25.7,35.6,28.4,1
"1401",2,36,22.8,55.4,26.6,1
"1402",3,39.9,28.1,48.2,35.6,2
"1403",5,23.4,13.1,34,19,1
"1404",6,3.8,-13.3,19,-6,1
"1405",1,20.9,4.7,33.1,14,1
"1406",4,35,19.9,44.1,27,2
"1407",1,33,11.5,39.2,30.2,1
"1408",2,30.3,15.8,37.9,26.1,1
"1409",3,35.2,18.7,43,32,1
"1410",4,35.5,24,39,32,1
"1411",5,30.5,19.5,37,24.1,3
"1412",6,30.4,18.6,39,26.1,1
"1413",7,30.1,24.4,32,27,1
"1414",1,33.2,31.2,36,32,1
"1415",2,34.3,24.7,43,25,1
"1416",3,43.5,34.7,52,37.9,1
"1417",5,43.1,36.7,53.1,37.4,1
"1418",6,53.3,43.4,66,44.1,5
"1419",2,33.5,19.9,41,27,2
"1420",3,34.3,18,43,25,2
"1421",4,36,23.9,37.4,33.8,2
"1422",6,32.2,18.7,39.9,25,1
"1423",4,39,25.4,46,33.1,1
"1424",6,36.3,28,44.1,30.9,1
"1425",1,39.3,25.3,51.1,30.9,2
"1426",2,41.1,37.7,44.6,39.2,2
"1427",4,52.4,39.3,70,39.9,3
"1428",5,62.2,46.6,69.1,51.1,2
"1429",7,46.3,39.2,60.8,39,2
"1430",1,50,43,59,39,2
"1431",2,45.2,23.5,55.9,36,1
"1432",6,36.3,25.8,42.1,33.1,2
"1433",7,40.4,26.6,55,30,1
"1434",2,62.3,36.6,75,53.1,2
"1435",4,66,43.1,79,54,1
"1436",5,70.7,56.2,79,62.1,1
"1437",6,62.5,40.1,75.9,52,2
"1438",3,61.9,40.7,75,52,1
"1439",4,66.3,42.5,73.9,55.9,1
"1440",5,62.4,36,72,50,2
"1441",6,60.8,39.8,69.1,53.1,3
"1442",7,56.6,40.3,72,46.9,2
"1443",2,46,32.4,68,36,3
"1444",3,47.9,25.3,63,33.1,1
"1445",4,54.8,31.9,69.1,44.1,2
"1446",5,54.1,31.5,66.9,45,4
"1447",6,56.8,36,61,53.1,2
"1448",7,56.8,53.7,60.1,54,2
"1449",3,63.5,51.1,73,54,2
"1450",4,62.7,45.6,69.1,55.9,3
"1451",6,51,34.4,55.9,42.1,2
"1452",7,56.7,32.5,71.1,45,2
"1453",1,63.6,38.5,73.9,53.1,1
"1454",3,66.8,55.3,73,59,1
"1455",4,53.8,48.9,71.1,43,3
"1456",5,40.8,38.3,45,36,2
"1457",7,48.1,42.1,55.9,41,1
"1458",1,52.5,47.2,61,48,1
"1459",2,54.6,48.4,64,48,2
"1460",4,53,42.1,62.1,46,1
"1461",6,56.5,38.5,73,41,1
"1462",7,55.7,36.4,70,48,4
"1463",1,50.5,35.4,59,41,2
"1464",2,58.1,31.4,75,43,1
"1465",3,64.9,43.7,79,55.9,2
"1466",4,68.9,62,73.9,64,2
"1467",5,69.8,62.3,81,64.4,1
"1468",6,73.1,60.5,87.1,61,2
"1469",7,83.2,65,93,73.9,2
"1470",1,81.5,64.9,91.9,73,2
"1471",2,78.9,65.2,89.1,71.1,1
"1472",3,72.4,64.5,87.8,68,1
"1473",5,70.2,43.9,80.1,60.1,4
"1474",6,66.5,50.1,73.9,57,1
"1475",7,66.3,46,77,57,2
"1476",1,68.7,44.6,81,54,2
"1477",2,72.4,49,82.9,62.1,1
"1478",3,73,58.8,82.9,64.9,2
"1479",4,71.7,55.6,82,60.1,1
"1480",6,55.5,46.1,61,48.2,2
"1481",7,58.2,43.8,64,55,1
"1482",1,61,44,69.1,53.1,1
"1483",3,67.9,48.7,78.1,55.9,1
"1484",4,73.3,54.6,84.9,64,2
"1485",5,81.1,60.1,91,73.9,3
"1486",6,82.8,60.1,91.9,73,2
"1487",7,75.6,65.2,90,72,4
"1488",1,76.3,59.8,86,69.1,1
"1489",2,71.3,56.3,80.1,64,3
"1490",4,76.2,63.9,82.9,68,1
"1491",5,68.9,52.9,79,62.1,1
"1492",7,69,53.4,75.9,66,4
"1493",2,68.3,54.9,79,60.1,1
"1494",3,69,55.7,77,61,2
"1495",4,67.5,54.2,77,57,2
"1496",5,72.5,51.6,86,60.1,1
"1497",6,79.1,61.9,91,69.1,1
"1498",7,80.8,63.5,89.1,75,2
"1499",1,76,67.9,84.9,71.1,3
"1500",2,75.3,64.1,82,71.1,2
"1501",3,69.6,51.4,77,63,2
"1502",4,70.1,48.3,78.1,60.1,2
"1503",5,72.2,52,84,59,4
"1504",6,76.5,55.2,84.9,66.9,5
"1505",7,79.8,60.6,89.1,73,2
"1506",1,73.3,61,87.1,68,2
"1507",2,71.7,66.3,77,66.9,2
"1508",3,73.9,67.7,79,69.8,1
"1509",4,76,67.5,86,69.1,1
"1510",5,78.9,70.1,87.1,71.6,2
"1511",7,85.2,69.3,93.9,75.9,4
"1512",3,79.5,67.4,90,72,3
"1513",5,73.5,65.5,79,68,2
"1514",6,71.3,56.3,81,63,2
"1515",7,71.1,60.6,80.1,62.1,3
"1516",1,77.5,61.9,89.1,69.1,1
"1517",3,79.8,67.5,87.1,73,2
"1518",4,78.8,70.3,88,73.9,6
"1519",5,79.5,68.7,93,71.1,3
"1520",6,85,70.6,93.9,75.9,2
"1521",7,84.1,72.6,90,78.1,4
"1522",1,87.5,73.8,99,79,3
"1523",3,89.1,72.7,97,82,1
"1524",4,76.7,69.1,91.9,71.1,1
"1525",5,77.1,59.9,89.1,66.9,1
"1526",6,77.6,60.7,86,66,2
"1527",3,75.6,64,82.9,70,1
"1528",4,77.1,70.6,82.9,75,2
"1529",5,73,64.2,75.9,69.1,2
"1530",6,71.4,54.9,78.1,63,2
"1531",7,73.1,52.8,82.9,63,1
"1532",2,72.8,54.3,82,62.1,1
"1533",4,74.5,57.8,84.9,64,1
"1534",5,77.5,68,82.9,73.9,5
"1535",7,71.3,59.6,77,64.9,1
"1536",1,70.2,55,82.9,60.1,1
"1537",2,74.8,59.6,86,64,1
"1538",3,77.1,63.3,87.1,66,2
"1539",5,75.8,65,82,69.1,2
"1540",6,76.5,69.5,80.6,71.6,2
"1541",7,74.3,66.4,77,72,2
"1542",3,68.8,61.9,73.9,63,1
"1543",5,69.9,58,75,66,3
"1544",7,68.2,57.2,77,59,3
"1545",1,66.7,59.4,73,62.1,2
"1546",3,69.9,56.9,80.1,59,1
"1547",4,72.1,58.4,82,63,3
"1548",5,73.4,56.4,82.9,62.1,4
"1549",7,63.9,58.8,66.9,62.1,1
"1550",2,67.6,64.2,72,64.4,1
"1551",3,63.1,60.1,66.9,61,1
"1552",4,65.4,56.4,72,60.1,2
"1553",5,67.1,58.1,78.1,57,2
"1554",6,70.1,58.2,80.1,61,1
"1555",7,72.8,60.9,84.9,66,4
"1556",1,65.9,53.4,73.9,60.1,4
"1557",2,53.2,42.4,66,48,3
"1558",3,53.2,38.7,62.1,44.1,3
"1559",4,56.9,40.4,69.1,46.9,3
"1560",5,63.5,52.2,72,57,1
"1561",6,65.9,61.9,73.4,62.6,3
"1562",7,60.3,50.8,66.9,55.9,2
"1563",1,59.1,44.6,72,48,4
"1564",4,53.9,40.6,60.1,48,1
"1565",5,51.5,38.3,61,44.1,2
"1566",6,56.8,46.6,68,51.1,3
"1567",1,69.4,55.2,82.9,64,1
"1568",2,70.9,62.2,84.9,60.1,7
"1569",4,56.7,43.4,59,55,1
"1570",5,53,39.1,59,46,2
"1571",6,56.1,40.4,69.1,46,5
"1572",7,60.9,42.2,73,50,3
"1573",1,59.7,47.4,70,50,1
"1574",2,56.7,47.2,61,55,1
"1575",4,36.9,22.7,43,32,1
"1576",5,40.9,22.9,52,34,2
"1577",6,44.3,21.9,52,35.1,2
"1578",7,43.3,26.9,54,33.1,1
"1579",1,52.9,37.7,57,48.2,1
"1580",5,43.7,32.2,54,35.1,1
"1581",6,53.7,41.5,62.1,48.9,1
"1582",1,38.4,23.6,43,36,1
"1583",2,38.9,27,48,30.9,2
"1584",4,44.7,35.6,46.4,42.8,1
"1585",5,45.4,42.7,46.9,44.1,1
"1586",6,45.9,29.8,53.1,39.9,1
"1587",7,45.2,24.4,55,35.1,2
"1588",2,51,33.4,66.9,39,3
"1589",3,36.3,17.3,42.8,30,2
"1590",5,31.1,15.2,41,23,4
"1591",6,41,23.4,48,34,1
"1592",7,47.1,30.7,54,39,2
"1593",3,54.6,47.2,64.9,46.4,1
"1594",4,58.1,44.5,71.1,50,2
"1595",6,40.6,33.6,44.6,37,2
"1596",1,39.3,32.7,44.6,37,3
"1597",2,43.6,36.5,46.9,39.9,1
"1598",3,46,40.3,48.9,44.1,4
"1599",6,40.6,31.3,45,35.1,4
"1600",1,36.9,24.2,46,28.9,1
"1601",2,40.3,28.9,50,34,2
"1602",3,43.3,27,55,35.1,1
"1603",4,45.9,26.3,59,36,1
"1604",5,48.9,28.1,62.1,39,2
"1605",6,52.2,36.3,61,44.1,2
"1606",7,56.5,48.7,63,50,2
"1607",1,58.1,49.5,63,55,2
"1608",3,60.3,54.5,63,57.2,1
"1609",4,37.1,31.3,48.2,28.9,3
"1610",7,16.7,7,26.1,12.9,3
"1611",2,18.6,7.7,28,10.9,1
"1612",4,17.9,4.7,30.9,10.9,2
"1613",5,14.6,2.8,21.9,7,4
"1614",6,27.6,14.4,37,21.9,2
"1615",2,50,45.7,52,44.6,1
"1616",4,45.3,36.4,53.1,39.9,1
"1617",5,44.3,30.9,51.1,39,1
"1618",6,42.1,33.8,54,36,2
"1619",7,52.2,37.5,57.9,48,1
"1620",2,35.4,19.8,45,27,1
"1621",6,40.7,33.6,44.6,39,1
"1622",7,37.6,29.6,45,30.9,4
"1623",1,37.8,33,43,33.1,1
"1624",2,35.1,26.2,39,33.1,1
"1625",3,34.3,24.9,39.9,30.9,2
"1626",4,42.4,30.8,50,39,1
"1627",5,46.7,36.7,55.9,42.1,2
"1628",6,50.6,42.2,54,48,1
"1629",7,51,43.2,59,46,1
"1630",1,42.8,32.5,53.1,36,4
"1631",2,36.3,25.4,44.1,30,1
"1632",4,43.8,36,50,39.9,2
"1633",1,36,25.1,41,30,1
"1634",4,40.3,22.9,46.4,33.1,1
"1635",5,47.9,41.5,51.8,39.2,1
"1636",2,22.9,13.4,28.4,17.1,1
"1637",3,17.8,8.6,24.1,12.9,1
"1638",4,28.9,20.7,33.1,23,2
"1639",7,29.6,21.5,32,28,3
"1640",1,32.1,24.7,34,28.9,1
"1641",2,28.3,19.7,30.2,26.6,1
"1642",4,23.6,10.9,28.4,19,1
"1643",7,16.5,8.8,26.6,8.1,3
"1644",2,16.1,8.5,25,8.6,2
"1645",3,11.1,2.3,19.9,3.9,1
"1646",4,21.6,14.3,26.6,19.4,1
"1647",7,-1.6,-14.3,3.9,-5.1,1
"1648",2,1.6,-8,10,-4,1
"1649",4,3.8,-8.4,12,-2.9,1
