"","day","temp","dewp","max","min","NUM_REPORTS"
"2947",6,58.1,46.4,64.9,51.1,5
"2948",7,66.9,58.4,75.9,59,3
"2949",1,58.5,48.3,72,48.9,2
"2950",2,48,35.3,53.1,41,1
"2951",3,54.8,38.1,72,43,3
"2952",4,58,45.8,70,46,2
"2953",5,45.7,40.8,50,42.8,2
"2954",7,45.2,27.4,51.1,41,3
"2955",2,50.5,21.9,64,37.9,1
"2956",4,50.4,42.7,55.9,44.1,1
"2957",6,46.9,35.4,50,44.1,2
"2958",7,49.2,36.8,57.9,44.1,2
"2959",1,56.2,50.4,63,51.1,2
"2960",4,76.2,63.5,86,69.1,4
"2961",5,67.2,59.2,82.9,55,2
"2962",6,57.1,52.7,63,51.1,1
"2963",7,59.7,53.4,73,53.1,1
"2964",1,58.6,55.7,61,55,1
"2965",2,59.9,48.7,70,51.1,2
"2966",3,56.8,43.4,66,51.1,1
"2967",4,54.4,35.3,64.9,45,3
"2968",5,61.6,34.6,78.1,48,1
"2969",6,61.9,45.4,75.9,53.1,3
"2970",7,58.8,36.8,69.1,51.1,3
"2971",1,63.2,33.7,78.1,46,1
"2972",2,71,40,84,55.9,1
"2973",4,60.2,36.2,71.1,48.9,1
"2974",5,67.8,38.6,84.9,57,2
"2975",6,76.5,48.2,91,64,2
"2976",7,81.1,56.3,91.9,71.1,2
"2977",1,63.6,49.3,81,57,2
"2978",2,59.8,40.6,68,48.9,3
"2979",5,74.5,52.4,86,66.9,3
"2980",6,70.5,49.9,82,63,1
"2981",7,81.3,59.4,97,69.1,2
"2982",1,85.3,57.8,95,75.9,6
"2983",2,77.6,50.4,90,66.9,1
"2984",4,52.1,44,55.9,48.2,1
"2985",6,60.9,44.4,73.9,48.9,3
"2986",1,69.2,47.6,77,63,1
"2987",2,63.4,48.1,69.1,57,1
"2988",3,65.3,47.6,73.9,55.9,1
"2989",5,73.7,46.5,87.1,59,2
"2990",6,78.6,50,89.1,66,2
"2991",7,81.5,52.5,91.9,71.1,2
"2992",1,80.6,62.3,90,72,5
"2993",2,72.4,49.1,84.9,64,1
"2994",3,64.9,45.1,71.1,57,5
"2995",6,83.1,56.2,93.9,73.9,1
"2996",7,75.4,61.4,84.9,68,5
"2997",1,81.7,63.3,91.9,72,2
"2998",2,84.5,64.8,93.9,75,2
"2999",3,84.9,63.1,93,75.9,1
"3000",4,79.9,60.6,90,73,1
"3001",5,74.8,51.9,82.9,63,1
"3002",7,80,56.3,91.9,72,4
"3003",2,70.6,48.9,81,63,2
"3004",3,76.4,51.3,90,64,2
"3005",6,79,67,89.1,70,5
"3006",7,80.5,68.6,90,66,4
"3007",1,84.1,69.1,97,73.9,2
"3008",2,87,66.9,95,77,2
"3009",3,90,69.1,100.9,80.1,3
"3010",4,90.1,67.4,102,79,4
"3011",5,92.7,71.6,104,82.9,1
"3012",2,77,56.6,82,72,2
"3013",3,76.9,56.7,86,69.1,3
"3014",4,80.2,54.1,90,71.1,1
"3015",5,81.5,60,93,73,1
"3016",6,78.2,66.5,89.1,71.1,3
"3017",1,86.5,65.8,98.1,77,2
"3018",2,89.5,66.6,99,80.1,1
"3019",4,77,70.7,84.9,70,2
"3020",6,78.2,61.2,89.1,69.1,3
"3021",1,87.7,66.1,98.1,81,2
"3022",2,83.6,68.4,93,71.1,2
"3023",3,83.5,65.5,100.9,73.9,1
"3024",4,84.3,68.6,98.1,75.9,6
"3025",5,77.1,64.9,87.1,70,1
"3026",6,76.1,60.8,82.9,71.1,1
"3027",7,77.3,58.3,88,68,1
"3028",1,83.2,59.6,93,73.9,1
"3029",2,81.3,65.3,91,71.1,1
"3030",3,79.6,63.2,89.1,71.1,2
"3031",4,81.6,60.7,93,71.1,4
"3032",5,84.4,64.7,93.9,73.9,1
"3033",6,83.1,68,93.9,71.6,1
"3034",7,77,61.4,84.9,70,3
"3035",1,76.3,56.4,86,66.9,2
"3036",3,80.2,63.5,91,75,2
"3037",4,74,61.3,77,68,5
"3038",1,67.7,58.6,75.9,64.4,3
"3039",2,69.7,60.2,82,59,1
"3040",3,75.5,60,86,66.9,4
"3041",4,74.8,60.8,84,68,1
"3042",5,67.8,53.3,77,59,1
"3043",6,68.3,49.1,78.1,57,5
"3044",7,70.7,47.8,79,61,1
"3045",2,68.5,51.9,79,57.9,3
"3046",3,72,50.6,84,57.9,2
"3047",5,82.2,56,93,71.1,3
"3048",6,83.7,55.8,93.9,71.1,4
"3049",7,77.4,62.7,90,72,2
"3050",2,75.4,60.4,84.9,64.9,3
"3051",3,75.9,57.6,84,70,1
"3052",4,78.8,58.3,91,69.1,1
"3053",5,82.3,61.4,93,72,1
"3054",7,76.6,70.2,80.6,73.4,3
"3055",2,79.6,69.2,89.1,73,3
"3056",3,75.2,63.2,86,66,2
"3057",4,78.3,60.9,86,70,1
"3058",6,64.4,49.3,73,55.9,2
"3059",3,74.9,53.9,87.1,63,1
"3060",4,69,55.1,82.9,60.1,2
"3061",5,62.9,47,75,54,1
"3062",6,66.3,45.5,79,55,3
"3063",7,67.8,43.8,78.1,55.9,1
"3064",1,68.7,53.5,79,60.1,2
"3065",2,57.7,42.6,66,50,1
"3066",3,58.6,36.6,73.9,46.9,1
"3067",4,65.2,40.3,72,55.9,1
"3068",5,57.1,40.6,66,52,1
"3069",6,53.6,43.1,60.1,46.9,4
"3070",1,55.1,33,71.1,42.1,3
"3071",2,64.4,44.9,77,54,5
"3072",3,65.2,55.5,73,60.1,2
"3073",5,59.5,48.2,66.9,52,4
"3074",7,59.9,46.8,66.9,52,1
"3075",1,58.2,44.4,66,50,1
"3076",5,49.2,35.3,55,45,1
"3077",6,43.7,25,50,35.1,1
"3078",1,46.4,25.3,60.1,36,1
"3079",2,54.9,34.1,66.9,45,2
"3080",3,46.5,32.6,63,37.9,1
"3081",4,50.6,30.5,66.9,39,1
"3082",5,49.1,33,62.1,41,2
"3083",6,53.4,41.1,64.9,46.9,1
"3084",7,65,59.6,72,51.1,1
"3085",3,63.8,50.4,69.1,57.9,2
"3086",5,47.4,41.5,53.1,45,2
"3087",6,48.2,40,57.9,41,2
"3088",7,53.1,41.8,70,42.1,3
"3089",2,64.2,60.2,69.8,59,1
"3090",3,68.3,59.6,79,61,2
"3091",6,42.9,28.3,48,36,1
"3092",7,45.4,29.8,50,39.9,5
"3093",1,44.3,31.5,51.1,37.9,3
"3094",2,43.5,26,46.9,39.9,2
"3095",3,42,25.8,48.9,35.1,2
"3096",4,43.8,21.8,53.1,35.1,1
"3097",6,43.1,31.9,45,41,2
"3098",7,41.7,30,50,36,1
"3099",2,37.2,29.2,42.1,30.9,1
"3100",3,42.7,36.5,48,39,2
"3101",4,44.9,36.1,46,43,1
"3102",6,58.9,47.2,68,54,1
"3103",1,39.2,30.6,59,30,1
"3104",2,32.8,18,41,26.1,1
"3105",4,38.3,25.7,48,30.9,3
"3106",5,41.8,27,54,32,1
"3107",6,43.4,29.4,54,30.9,4
"3108",7,45.6,31.2,57,35.1,2
"3109",1,49.9,32.7,59,42.1,1
"3110",2,52.4,41.9,57.9,48.9,2
"3111",3,45.8,41.2,55,37,2
"3112",4,53.3,44.2,63,46,1
"3113",5,39.2,26.8,59,30,1
"3114",7,34.7,21.4,45,30,2
"3115",1,34,18,39,28,3
"3116",3,34.8,16.7,45,28,2
"3117",5,45.7,31.8,53.1,41,4
"3118",6,46.5,39.9,60.1,37,3
"3119",7,59.1,50.3,66,54,1
"3120",1,58,52.9,71.1,46.4,1
"3121",7,39.2,34,42.1,37,2
"3122",3,34.5,22.6,45,27,1
"3123",7,47.1,42.1,51.8,39.2,1
"3124",1,39.5,31.3,41,37.4,1
"3125",4,43.9,39.1,50,35.6,1
"3126",5,30.7,23.5,36,25,1
"3127",6,24,13.8,33.1,18,2
"3128",7,28.9,22.3,36,21.9,2
"3129",1,33.7,25.2,36,30.9,1
"3130",3,33.1,22.5,34,32,2
"3131",5,31.4,25.8,33.1,30.2,1
"3132",6,30.1,24.4,32,27,1
"3133",7,24,15.1,34,16,2
"3134",1,32.7,22.6,36,27,2
"3135",2,21.6,7.5,27,15.1,3
"3136",3,18.2,4,30,10.9,2
"3137",5,23.7,13.8,37,14,1
"3138",6,29.9,22,39,23,4
"3139",7,31.9,24.8,37,25,2
"3140",2,33,23.9,42.1,28,2
"3141",3,41.1,25.2,51.1,35.1,1
"3142",4,35.7,22.4,46,25,4
"3143",5,47.9,45.1,54,39,3
"3144",7,28.5,23.3,36,19.9,1
"3145",1,17.7,7.2,26.1,12,1
"3146",2,22.5,11,30.9,16,1
"3147",4,29.9,14.9,36,25,2
"3148",5,28.3,16.7,42.1,19.9,2
"3149",7,23.6,7.6,45,14,1
"3150",3,14,0.3,19.9,10,1
"3151",5,21.5,10.4,28,19,1
"3152",6,21.8,8.3,28.9,12,7
"3153",2,52.7,49.4,61,39,3
"3154",5,6.8,-2.8,12.9,1,1
"3155",1,24.4,18.5,28.9,21,1
"3156",4,34.2,28.3,37,32,1
"3157",5,29.6,25.1,34,25,1
"3158",2,28.4,18.9,32,26.1,2
"3159",5,30.9,14.9,37,24.1,1
"3160",6,19.7,4.4,28.9,12.9,1
"3161",1,37.8,22.7,53.1,27,1
"3162",3,15.5,3.3,26.1,9,2
"3163",5,28.2,23,35.1,24.1,1
"3164",6,26.9,18.8,30.9,24.1,1
"3165",7,26.8,16.7,39,17.1,1
"3166",5,28.9,21.9,32,27,1
"3167",6,27.8,18.5,32,24.1,1
"3168",3,31.2,25.9,35.1,28,1
"3169",5,33.3,23,39.9,26.1,1
"3170",2,33.1,25.5,36,28.4,1
"3171",6,34,29.8,36,30.9,2
"3172",7,31.9,19.5,36,28,1
"3173",1,32.2,25.7,36,30,3
"3174",5,28.9,12.3,41,19,1
"3175",6,32.7,20.3,41,25,1
"3176",7,34,23.6,37,32,1
"3177",4,38.6,18.3,51.1,27,1
"3178",5,42.8,19.6,54,32,1
"3179",7,50.2,36.9,59,42.8,1
"3180",1,37,15.8,46.9,30,1
"3181",3,35.3,14.2,43,26.1,1
"3182",4,41.5,17.7,57.9,30,2
"3183",7,52.4,38.3,66,44.1,2
"3184",1,52.4,42.1,68,39.9,1
"3185",3,41.1,38.4,44.6,37.4,1
"3186",5,41.3,35.4,50,37,2
"3187",6,39.2,27.5,45,33.8,3
"3188",1,60.8,47.7,68,53.1,1
"3189",5,41.5,32.5,63,37,1
"3190",6,37,21.8,46,30,1
"3191",1,52.7,29.2,66.9,42.1,2
"3192",3,41.4,31.1,51.1,37,1
"3193",4,45.2,30,51.1,41,1
"3194",5,51.9,32,68,39.9,1
"3195",7,56.6,47.6,62.6,53.6,1
"3196",2,70.5,52.6,86,60.1,3
"3197",3,75.1,53.4,84.9,63,2
"3198",4,57,42.3,82,45,1
"3199",6,57.9,45.2,72,46,1
"3200",1,61.2,37.9,70,55,1
"3201",2,62.4,36.6,75.9,48.9,2
"3202",3,64,43.8,77,51.1,1
"3203",7,46.4,25.7,55,37.9,4
"3204",1,49.2,30.8,61,37.9,2
"3205",2,66.9,42,90,54,2
"3206",3,76.3,49.9,82.9,70,1
"3207",4,70.1,45.1,81,57,1
"3208",5,63.9,44.7,73,57.9,2
"3209",6,67.7,54.1,79,59,1
"3210",7,72.6,58.4,87.1,62.1,3
"3211",1,81.2,59.4,91.9,73.9,1
"3212",2,73.6,60.9,84,64.4,1
"3213",3,69.6,61.5,78.1,64.4,3
"3214",4,53.5,45,69.1,46.4,1
"3215",5,48.1,32.1,57,42.1,2
"3216",6,50.9,34.8,57,45,3
"3217",7,55.8,40.3,66.9,46,2
"3218",2,67.2,61.5,75.9,59,2
"3219",3,72.3,63.1,84.9,64.9,3
"3220",4,78,63.6,84,72,4
"3221",5,72.1,62.6,80.1,64.4,1
"3222",1,54.9,40,68,43,1
"3223",2,61.3,42.8,72,50,1
"3224",3,63.8,45.7,75.9,55.9,2
"3225",4,61.2,48.2,66,59,1
"3226",6,63.4,39.7,73.9,50,1
"3227",1,71,60.7,79,64.4,2
"3228",2,70.5,59.8,84,60.1,2
"3229",3,75.3,64.5,87.1,68,4
"3230",4,67.2,56,72,62.1,1
"3231",5,64.6,49.9,75.9,57,1
"3232",6,68.4,56.3,81,60.1,2
"3233",7,76,63.4,82.9,69.1,5
"3234",1,79,57.7,88,66.9,2
"3235",4,72.9,52.6,86,62.1,1
"3236",5,76.6,61.8,84.9,69.8,4
"3237",6,76.1,65.5,82.9,72,1
"3238",7,76.7,64.9,89.1,69.1,3
"3239",1,76.8,66.1,86,68,1
"3240",2,76.3,66.8,87.1,68,1
"3241",3,74.8,65.2,84,68,2
"3242",4,77.5,65.1,91,66,2
"3243",5,75.4,60.4,82.9,69.1,3
"3244",6,68,60.4,73,64.4,1
"3245",7,68.9,54.6,75.9,64,1
"3246",1,68.7,48.8,75,61,1
"3247",2,65.8,52.1,73,63,2
"3248",3,65.2,58.7,73.9,62.1,4
"3249",4,71.5,59.3,82.9,61,3
"3250",5,75.9,59.1,87.1,63,3
"3251",6,77.2,63.1,82,71.1,2
"3252",7,78.2,64.9,89.1,70,1
"3253",1,79.2,68.8,87.1,71.1,3
"3254",3,80.5,69.1,87.1,75,1
"3255",4,72.6,54.1,80.1,63,1
"3256",5,72.5,51.1,82,60.1,3
"3257",6,75.2,57.4,82.9,66.9,1
"3258",7,78.9,64.4,88,73,3
"3259",4,87.2,70.6,96.1,79,1
"3260",5,87.7,69.9,97,80.1,4
"3261",6,81.3,63.6,93,73,1
"3262",7,79.4,62.9,89.1,72,5
"3263",2,75.8,60.7,86,69.1,2
"3264",3,67.1,49.2,73,62.1,1
"3265",7,61.3,45.7,71.1,55,1
"3266",1,66.2,50.8,75.9,57.9,3
"3267",2,67.7,55.9,73.9,61,1
"3268",4,71.4,56.8,82,61,2
"3269",5,72.5,59.5,86,61,1
"3270",6,74.6,55.6,86,64.9,1
"3271",7,68.8,55.4,79,60.1,1
"3272",1,68.2,54.5,75.9,60.1,2
"3273",2,74,63.7,84.9,63,2
"3274",3,79.3,68.7,91,68,2
"3275",5,73.5,55.1,84,62.1,1
"3276",6,75.2,58.1,84,62.1,3
"3277",2,68.4,54.1,84.9,64,3
"3278",4,65.7,49.4,73.9,57,1
"3279",5,70.5,50.8,82,57,3
"3280",6,72.3,54.2,82,57.9,2
"3281",7,73.1,57.1,81,60.1,4
"3282",2,78.2,60.4,88,63,2
"3283",3,80.6,62.8,91,68,1
"3284",5,72.7,57.1,81,64,2
"3285",7,78.6,57.3,89.1,64,4
"3286",1,80.4,64.8,91.9,68,1
"3287",2,84.9,68.9,96.1,70,4
"3288",3,80.4,67.1,96.1,75,2
"3289",4,76.5,65.2,87.1,69.1,2
"3290",5,81.2,66.7,96.1,69.1,2
"3291",6,73,65.9,75.9,69.8,3
"3292",7,75.4,65.7,84,68,2
"3293",1,72.2,62.2,84,66,5
"3294",3,70.3,54.3,84,57.9,1
"3295",4,71.6,55.1,84,59,1
"3296",6,77,61.5,87.1,62.1,1
"3297",7,75.4,64.7,87.1,68,2
"3298",1,79.3,66.7,93.9,69.1,1
"3299",2,87.2,64.9,96.1,69.1,2
"3300",3,83,64.1,96.1,75,2
"3301",4,75.8,61,91.9,68,2
"3302",6,60.6,41.8,72,51.1,1
"3303",2,60.7,47.9,70,53.1,2
"3304",3,69,54.7,82,53.1,1
"3305",4,73.1,65.9,84,62.1,1
"3306",5,72.9,63,84,68,5
"3307",6,60.9,47.5,77,54,4
"3308",1,58.6,44.7,66.9,48.9,1
"3309",3,63.4,50.2,70,55.9,1
"3310",4,65.3,51.4,75,55,3
"3311",5,67.9,50.2,80.1,55,1
"3312",7,65.8,51.3,84.9,55,2
"3313",1,61.5,46.3,84,50,2
"3314",2,68.5,57.1,79,50,1
"3315",5,70.5,64.2,78.1,64,2
"3316",6,71.7,66.3,81,64.9,2
"3317",7,60,50.5,81,51.1,1
"3318",2,60.8,45.5,75.9,45,2
"3319",3,62.2,45.1,75.9,48.9,6
"3320",4,62.4,48.9,75,51.1,1
"3321",5,65.1,49.4,77,51.1,1
"3322",7,56.5,39.7,73,46,1
"3323",1,54.8,42.4,64.9,45,1
"3324",3,52.4,43.5,64.9,46.9,3
"3325",4,50.4,44.6,54,46.9,1
"3326",1,50.2,38.1,64.9,41,1
"3327",6,47.6,28.9,55,28.9,2
"3328",7,43.6,28.8,55,32,2
"3329",1,45.7,35.1,55,32,3
"3330",2,48.4,39.1,57,36,1
"3331",4,62,60.5,64.9,46.9,2
"3332",5,47.7,40.9,64.9,44.1,1
"3333",6,44,40,48.9,39,4
"3334",7,43.6,35.7,52,34,2
"3335",1,49,36.7,57,34,2
"3336",3,52.4,48,57,43,3
"3337",1,42.3,32,48.9,30,2
"3338",2,28.4,16.2,48,25,2
"3339",3,28.7,15.8,39.9,19.9,1
"3340",4,38.4,22.1,50,19.9,2
"3341",5,43.5,28.7,50,30.9,1
"3342",1,41.9,31,48.9,37,2
"3343",4,45.5,39.8,51.1,30.9,1
"3344",6,25.8,13,44.1,19.9,2
"3345",1,26.3,14.6,32,12,1
"3346",3,21.5,7.6,36,14,1
"3347",4,27.3,12,34,14,1
"3348",6,37.9,23.8,51.1,18,1
"3349",7,37.7,30.1,51.1,30,2
"3350",1,37.5,29.3,44.1,30,2
"3351",2,42,39.2,51.1,33.1,1
"3352",7,20.7,11.2,25,9,2
"3353",2,10.7,0.8,26.1,1,2
"3354",3,16.7,7.9,21.9,1,1
"3355",4,7.6,-2.4,21,-2.9,2
"3356",6,29.7,26,30.9,15.1,2
"3357",7,18.8,12,30,12,2
"3358",3,24.9,13.9,33.1,16,2
"3359",4,35.9,29.6,43,16,5
"3360",5,36.1,35.1,43,34,1
"3361",6,33.8,33,37,32,3
"3362",1,20.5,14.4,35.1,7,3
"3363",3,21.6,15.5,27,15.1,2
"3364",4,24.4,18.4,34,15.1,2
"3365",5,35.3,28,44.1,15.1,1
"3366",6,41.7,31.6,51.1,26.1,1
"3367",1,11.9,1.9,23,3,1
"3368",2,9.5,3.8,15.1,3,1
"3369",5,7.2,-1.3,21.9,-2,1
"3370",7,23.6,20.9,33.1,10,1
"3371",1,-7.5,-16.8,7,-14.1,1
"3372",3,6.2,-1,15.1,-11,1
"3373",7,33.5,27.4,41,28.9,1
"3374",3,20.3,12.1,35.1,16,2
"3375",4,26,19.8,35.6,17.1,1
"3376",5,18.3,8.6,35.1,12.9,2
"3377",6,15.5,10.5,21,10.9,1
"3378",7,21.2,16.1,34,10.9,2
"3379",2,12.2,4.3,37,3,1
"3380",3,6.9,-0.7,19.9,1,2
"3381",6,23.5,12.5,33.8,10.9,2
"3382",7,16.4,7.4,33.1,7,1
"3383",3,8.3,-3.4,21.9,-11,1
"3384",6,26.8,23.9,32,19,1
"3385",2,17.4,7.8,25,1,2
"3386",3,23.4,19.4,25,10,1
"3387",4,7.3,0.6,25,-0.9,1
"3388",5,3,-5.7,12,-2.9,1
"3389",7,15.7,9.7,19.9,6.1,2
"3390",3,10.6,1.9,23,-4,1
"3391",4,22.2,10,30.9,1.9,1
"3392",5,20.4,12,33.8,12.9,1
"3393",6,15.2,6.5,24.1,6.1,1
"3394",4,37,34.2,50,32,1
"3395",5,35,26.4,51.8,28,2
"3396",6,29.9,14,37,23,2
"3397",4,12,-6.2,19,6.1,1
"3398",5,13.7,-1.6,30,6.1,3
"3399",6,26.3,16.2,32,6.1,2
"3400",7,12.4,5,32,9,2
"3401",2,17,4.2,27,1,1
"3402",5,31.1,20.3,46,16,1
"3403",7,28.9,21.6,39.9,21,1
"3404",1,45.7,34.2,54,39.9,1
"3405",2,44,35.9,54,39,1
"3406",5,42.9,32,54,34,1
"3407",6,37,27.7,54,32,2
"3408",2,38.6,28.5,51.1,19.9,2
"3409",3,43.9,39.5,51.1,30,1
"3410",4,37.3,27.1,48,30.9,1
"3411",5,42.1,32.8,57.9,30.9,3
"3412",1,26.3,10.6,37,19.9,1
"3413",2,27.9,13.4,37,19.9,1
"3414",5,43.5,38.3,55,35.1,1
"3415",1,53.7,31.2,66,44.1,2
"3416",2,47.1,29.9,68,34,1
"3417",4,38.8,34.9,45,36,1
"3418",6,40,23.8,48.9,33.1,2
"3419",7,44.7,24.6,55.9,33.1,1
"3420",1,46,30,55.9,36,1
"3421",3,49.6,32.6,63,36,1
"3422",5,55.4,26.6,70,41,3
"3423",7,61.3,52.2,73.9,46.9,2
"3424",1,49.5,44.8,66.2,33.1,1
"3425",2,31.8,21.2,36,27,1
"3426",6,47.3,33.7,64,37.9,6
"3427",7,61.2,34.8,78.1,37.9,3
"3428",3,43,27.8,60.1,37,1
"3429",4,50.5,32.5,64,37,2
"3430",6,51.9,34.5,69.1,42.1,4
"3431",7,48.9,37.3,61,39.9,2
"3432",1,52.2,42,61,42.1,3
"3433",2,56,48.7,66.9,46.9,1
"3434",3,52,45.9,66.9,46.9,1
"3435",4,46.3,40.2,53.1,43,1
"3436",6,57,40.6,80.1,46.9,1
"3437",7,56.1,33,68,48.9,3
"3438",1,50.9,34.6,61,46.9,1
"3439",2,53.1,36.9,63,45,2
"3440",5,72.5,59.9,93,66,2
"3441",6,64.2,43.7,77,52,2
"3442",7,71.2,49.4,84.9,52,1
"3443",3,54.7,42.3,70,53.1,1
"3444",5,42.9,35.5,57,41,1
"3445",6,49.7,35.3,61,41,2
"3446",7,58.1,36.3,70,41,2
"3447",1,62.7,39.5,71.1,48,2
"3448",2,73.3,54.6,87.1,53.1,1
"3449",3,77.4,63.1,89.1,63,1
"3450",4,67.1,49.8,89.1,60.1,3
"3451",5,60.1,46.4,69.1,53.1,1
"3452",6,61.2,44.4,73.9,50,2
"3453",7,68,46.7,84.9,50,1
"3454",1,76.5,58.4,90,54,3
"3455",2,76,66.7,90,66.9,1
"3456",4,65.3,53.6,77,57,4
"3457",5,67.4,52.8,79,57,1
"3458",6,72.9,52.6,89.1,57,2
"3459",7,78.6,57.1,91.9,60.1,4
"3460",1,78.1,66.4,91.9,69.1,1
"3461",2,76.5,56.4,84.9,69.1,1
"3462",3,67,54.3,82,61,1
"3463",4,64.9,47.4,75,55.9,1
"3464",5,68.9,41.7,82,54,2
"3465",6,73.5,47.1,84.9,54,2
"3466",1,65.9,50,79,55,3
"3467",2,63.3,53.2,79,55.9,1
"3468",4,69.6,61.2,82,62.1,1
"3469",6,68.6,42.9,80.1,57,1
"3470",7,75.1,52.9,86,57,2
"3471",2,84.8,68.9,93,69.1,2
"3472",4,68.3,63.6,84.9,60.1,1
"3473",6,71.3,64.1,86,63,2
"3474",7,71.6,65.3,84.9,63,4
"3475",1,73.1,66.9,84,66,1
"3476",3,70.8,65.7,84.9,63,1
"3477",4,66.1,59.6,79,60.1,2
"3478",5,74,63.2,91,60.1,2
"3479",6,81.3,69.5,91,62.1,1
"3480",1,80.4,72.2,88,71.1,1
"3481",3,69.2,57.9,84,60.1,3
"3482",4,64.7,53.5,75,57,1
"3483",5,70.1,47.8,79,57,1
"3484",6,72,53.5,79,60.1,2
"3485",7,75.3,64.1,89.1,63,5
"3486",1,81.5,68.3,89.1,66,6
"3487",2,78.9,63.1,89.1,72,2
"3488",5,73.5,52.1,82.9,63,1
"3489",6,76.6,65.7,82.9,63,2
"3490",7,77.7,68.3,86,70,1
"3491",1,74.4,59.6,86,66.9,2
"3492",6,73.1,54.9,81,62.1,4
"3493",7,74.8,58.4,84,62.1,1
"3494",1,77.9,62.3,87.1,66,1
"3495",2,81.1,67.9,91,68,1
"3496",3,73.4,61.3,91,66,1
"3497",4,67.7,51.9,75.9,60.1,1
"3498",5,68.3,54,77,60.1,1
"3499",2,69.3,54,81,60.1,1
"3500",4,73,58.6,84.9,61,1
"3501",5,74.2,60.9,84.9,63,1
"3502",6,73.6,56.5,84,63,2
"3503",7,76.8,59.5,87.1,63,4
"3504",1,77.5,63.7,88,66,3
"3505",2,73.2,66.8,80.1,68,1
"3506",3,72.9,59.7,81,64.9,1
"3507",7,75.4,62,82,68,1
"3508",1,75.1,66,84,68,1
"3509",2,67.8,60.8,84,63,1
"3510",3,69.9,57.5,82.9,59,1
"3511",4,68.9,53.9,82.9,59,1
"3512",5,66.9,48.1,79,55,3
"3513",6,72.6,61.7,81,55,1
"3514",7,71.7,65.2,81,64,4
"3515",2,78.3,68.4,86,66.9,4
"3516",3,78.2,65.9,87.1,68,1
"3517",4,76.5,71.1,87.1,68,1
"3518",5,79.1,73.1,87.1,71.1,1
"3519",7,78.3,71,89.1,71.1,5
"3520",1,81.3,73.8,91.9,73,2
"3521",2,77.1,68.2,91.9,72,1
"3522",3,75.1,64.7,81,72,3
"3523",5,77.7,68.5,88,69.1,1
"3524",6,79.5,69.3,88,73,2
"3525",7,78.1,68.1,87.1,71.1,2
"3526",2,77,63.7,84.9,69.1,2
"3527",4,77.6,66.4,87.1,66.9,3
"3528",5,81.1,72.7,89.1,73,2
"3529",6,68.7,55,89.1,62.1,4
"3530",7,69.3,52.3,79,57.9,1
"3531",1,70.6,53.6,79,57.9,3
"3532",3,74.6,67.3,82,66,2
"3533",4,56.6,48.5,82,52,1
"3534",6,49.8,41.5,60.1,42.1,1
"3535",7,56.1,43.5,66.9,42.1,2
"3536",1,58.4,49.1,66.9,46,1
"3537",3,60.6,47.5,72,46.9,2
"3538",4,62.3,52.6,72,48.9,2
"3539",5,65.4,51.1,75.9,53.1,1
"3540",6,69.8,57.9,80.1,57,4
"3541",1,57.5,45.1,70,48,2
"3542",2,61.8,46.1,75.9,48,1
"3543",5,69.1,54.5,81,57.9,2
"3544",6,69.6,56.5,79,61,2
"3545",7,68.9,57.9,79,57.9,5
"3546",1,69.6,57.7,84,57.9,1
"3547",2,56.9,50.6,64,51.1,2
"3548",4,69.8,59.9,75,52,1
"3549",5,61.9,55.7,75,51.1,1
"3550",6,44.5,33.8,48.9,37.9,1
"3551",1,55,41.2,63,42.1,2
"3552",3,57.5,38.1,69.1,48,3
"3553",4,56.6,35.7,66.9,48,1
"3554",6,51,35.7,60.1,39.9,2
"3555",7,53.9,39.3,64,39.9,1
"3556",1,62.9,58.9,71.1,45,1
"3557",2,64.7,61.3,71.1,59,1
"3558",4,55.4,52.1,57.9,53.1,2
"3559",5,56.4,49.8,63,52,2
"3560",6,50.3,41.9,63,46.9,2
"3561",7,45.9,37.3,57,36,1
"3562",2,52.5,42.3,66,48.9,1
"3563",3,50.4,38.2,55.9,43,1
"3564",4,50.3,39.5,62.1,41,2
"3565",5,59.1,46.1,68,41,2
"3566",6,64.2,45.6,75,54,1
"3567",7,55.5,30.9,75,44.1,2
"3568",1,64.2,47.2,79,44.1,3
"3569",2,61.7,45.8,79,54,1
"3570",3,48.5,33.2,66,46,2
"3571",5,43,31.7,53.1,34,2
"3572",6,40,27.3,48.9,34,1
"3573",7,40,27,53.1,28.9,1
"3574",1,53,30.9,64,45,2
"3575",2,56.1,41.4,64,45,1
"3576",3,49.5,36.8,63,39.9,3
"3577",4,48.5,36.6,63,39,1
"3578",5,41.1,25.9,52,37,2
"3579",6,45.1,31.7,48.9,37,2
"3580",7,43.2,27.8,53.1,36,3
"3581",1,52.6,38.5,64.9,36,2
"3582",2,50.5,40,64.9,37,2
"3583",4,28.2,15.4,33.1,26.1,1
"3584",6,27.3,13.4,33.1,21,1
"3585",7,30.2,21.9,33.1,21,4
"3586",2,15.6,4.5,25,12,2
"3587",3,24.5,11.7,33.1,12,2
"3588",6,40,30,53.1,30.9,3
"3589",3,25.5,18.7,30,21.9,1
"3590",5,25.2,14.4,34,19,2
"3591",6,40.9,33.4,54,19.9,2
"3592",7,48.8,44.4,55.9,33.1,1
"3593",3,32.4,22.4,39,21.9,1
"3594",5,36.6,29.1,41,25,3
"3595",1,36.2,30.4,39,30,1
"3596",2,37.4,33.9,39.9,33.8,1
"3597",3,33.9,27.7,39.9,33.1,1
"3598",4,30.6,22.5,36,26.1,1
